#    FY4 Quest大全, Ver = 4.0.1
#
# 格式：
#  杀『搜索名称』【ID】简单说明 @物品文件路径
#  寻『搜索名称』〖中文名称〗【ID】简单说明 @物品文件路径
# 注："搜索名称"不含颜色码，"中文名称"含ANSI颜色码

杀『阿菜哥』【waiter】exp<1K,沉香:3s,e菜根香 @/d/chenxiang/npc/cx_waiter.c
杀『阿草』【a cao】exp=2M, @/d/shanliu/npc/tianzong1.c
寻『红镯』〖$RED$红镯$NOR$〗【red bangle】大旗红衣少女穿 @
寻『红蚯蚓』〖$RED$红蚯蚓$NOR$〗【red worm】val<1S, @/d/taiping/obj/redworm.c
寻『红麝串』〖$HIR$红麝串$NOR$〗【redlace】val=50G, @/d/fugui/npc/obj/neck3.c
寻『胡刀』〖胡刀〗【hu-blade】val=20S, @/d/quicksand/obj/hu-blade.c
寻『胡萝卜』〖$MAG$胡萝卜$NOR$〗【carrot】val<1S, @/d/fy/npc/obj/midvege.c
寻『胡琴』〖胡琴〗【erhu】val=5S, @/d/biancheng/npc/obj/erhu.c
寻『狐皮袄』〖$HIW$狐皮袄$NOR$〗【foxfur】val=10S, @/d/loulan/npc/obj/foxcloth.c
寻『虎骨』〖虎骨〗【tiger bone】val<1S, @/d/wolfmount/obj/tigerbone.c
寻『虎骨丸』〖虎骨丸〗【hugu】val=20S, @/d/fy/npc/obj/gindrug.c
寻『虎皮大氅』〖$HIY$虎皮大氅$NOR$〗【tiger cloak】val=1G, @/d/wolfmount/npc/obj/tigercloth.c
寻『虎头鞋』〖虎头鞋〗【tiger shoes】val=3S, @/d/fugui/npc/obj/tigershoes.c
寻『虎尾鞭』〖虎尾鞭〗【whip】val=50S, @/d/loulan/obj/whip.c
寻『虎尾三截棍』〖虎尾三截棍〗【tiger staff】val=50S, @/d/jinan/npc/obj/hustaff.c
寻『护心镜』〖护心镜〗【xinjing】val<1S, @/d/palace/obj/mirror.c
寻『花豆』〖花豆〗【bean】val<1S,名字随机 @/d/yinghe/obj/bean.c
寻『花粉』〖$HIM$花粉$NOR$〗【huafen】val=10S, @/d/shanxi/npc/obj/huafen.c
寻『花粉袋』〖花粉袋〗【huabag】val=10S, @/d/fy/npc/obj/huabag.c
寻『花衫』〖花衫〗【hua cloth】val=10S, @/d/qianjin/npc/obj/hua.c
寻『花生』〖花生〗【small dish】val<1S,风云老汉卖，名字随机 @/d/fy/npc/obj/xiaocai.c
寻『花玉璧』〖花玉璧〗【huayu】val<1S, @/d/qianjin/npc/obj/huapai.c
寻『花竹篮』〖花竹篮〗【basket】val<1S, @/d/huashan/npc/obj/basket.c
寻『华严血经』〖$HIR$华严血经$NOR$〗【xuejing】val=7S, @/d/shaolin/obj/xuejing.c
寻『淮山』〖淮山〗【dioscoreae】val<1S, @/d/chenxiang/npc/obj/dioscoreae.c
寻『还魂草』〖$HIG$还魂草$NOR$〗【huanhun grass】val=1G, @/d/wolfmount/npc/obj/grass.c
寻『唤雨梧桐』〖$HIC$唤雨梧桐$NOR$〗【1 phoenix tree】val<1S, @/d/yinghe/obj/tree.c
寻『黄带』〖$YEL$黄带$NOR$〗【yellow belt】大旗黄衣少女穿 @
寻『黄豆』〖黄豆〗【bean】val<1S,名字随机 @/d/yinghe/obj/bean.c
寻『黄瓜』〖$GRN$黄瓜$NOR$〗【cucumber】val<1S, @/d/fy/npc/obj/cucumber.c
寻『黄巾』〖$YEL$黄巾$NOR$〗【yellow ribbon】大旗黄衣少女穿 @
寻『黄金甲』〖$HIY$黄金甲$NOR$〗【golden chainarmor】val=4G, @/d/palace/npc/obj/g_armor.c
寻『黄金面具』〖$HIY$黄金面具$NOR$〗【golden mask】val=1G, @/d/wolfmount/npc/obj/mask.c
寻『黄绿色裤褂』〖黄绿色裤褂〗【cloth】val=1S, @/d/huangshan/npc/obj/ycloth.c
寻『黄毛巾』〖$YEL$黄毛巾$NOR$〗【yellow towel】val=70S, @/d/taiping/npc/obj/towel.c
寻『黄帽』〖$YEL$黄帽$NOR$〗【yellow hat】大旗黄衣少女穿 @
寻『黄玫瑰』〖$HIY$黄玫瑰$NOR$〗【yellow flower】val<1S, @/d/fy/npc/obj/yellow_flower.c
寻『黄玫瑰』〖黄玫瑰〗【yellow flower】val<1S, @/d/chuenyu/npc/obj/yellow_flower.c
寻『黄色道冠』〖黄色道冠〗【hat】val=1S, @/d/wudang/npc/obj/hat.c
寻『黄色的细针』〖黄色的细针〗【needle】val<1S,颜色色随机,兴国和尚身上 @/d/qianfo/npc/obj/needle.c
寻『黄色的绣花针』〖黄色的绣花针〗【flower needle】val=5S,颜色色随机,济南.金九龄带 @/d/jinan/npc/obj/xiuhuazhen.c
寻『黄色佛珠』〖$YEL$黄色佛珠$NOR$〗【yellow bead】val=70S, @/d/songshan/npc/obj/ring2.c
寻『黄色教服』〖黄色教服〗【cloth】val<1S, @/d/daimiao/npc/obj/yellowrobe.c
寻『黄山风景图』〖$WHT$黄山风景图$NOR$〗【hstu】val<1S, @/d/huangshan/npc/obj/hstu.c
寻『黄山石耳』〖黄山石耳〗【shi er】val=4S, @/d/huangshan/obj/shier.c
寻『黄水晶』〖$HIY$黄水晶$NOR$〗【crystal】val=2G,{黄|绿}随机 @/d/cave/npc/obj/stone_1.c
寻『黄丝带』〖$YEL$黄丝带$NOR$〗【ribbon】val<1S, @/d/biancheng/obj/ribbon.c
寻『黄鞋』〖$YEL$黄鞋$NOR$〗【yellow boot】大旗黄衣少女穿 @
寻『黄信封』〖$YEL$黄信封$NOR$〗【envelope】val=10S,颜色随机,金狮镖局xx镖师身上 @/d/fy/npc/obj/hongbao.c
寻『黄杨木小刀』〖黄杨木小刀〗【dagger】val=4S, @/d/taiping/npc/obj/hdagger.c
寻『黄衣』〖$YEL$黄衣$NOR$〗【yellow cloth】大旗黄衣少女穿 @
寻『黄竹扫把』〖黄竹扫把〗【bamboo broom】val<1S, @/d/qianfo/npc/obj/broom.c
寻『黄镯』〖$YEL$黄镯$NOR$〗【yellow bangle】大旗黄衣少女穿 @
寻『黄蚯蚓』〖$YEL$黄蚯蚓$NOR$〗【yellow worm】val<1S, @/d/taiping/obj/worm.c
寻『灰白色的长袍』〖灰白色的长袍〗【white cloth】val<1S, @/d/biancheng/npc/obj/whitecloth.c
寻『灰布道袍』〖灰布道袍〗【cloth】val<1S, @/d/wudang/npc/obj/cloth.c
寻『灰布僧衣』〖灰布僧衣〗【cloth】val<1S, @/d/qianfo/npc/obj/monk_cloth.c
寻『灰布衣』〖灰布衣〗【cloth】 @
寻『灰袍』〖灰袍〗【cloth】val<1S, @/d/ghost/npc/obj/cloth3.c
寻『灰袍』〖灰袍〗【gray cloth】val=2S, @/d/wolfmount/npc/obj/graycloth.c
寻『回天散』〖回天散〗【huitiansan】val=2G, @/d/shaolin/obj/keedrug2.c
寻『毁天锤』〖$HIG$毁天锤$NOR$〗【jumbohammer】val=3S, @/d/palace/npc/obj/jumbohammer.c
寻『火龙赤皮』〖$HIR$火龙赤皮$NOR$〗【dragonskin】val=70S, @/d/zhaoze/npc/obj/book.c
寻『火炮丸』〖火炮丸〗【bomb】val=10S, @/d/fywall/obj/bomb.c
寻『火焰长刀』〖$HIR$火焰长刀$NOR$〗【fireblade】val=1G, @/d/zhaoze/npc/obj/fireblade.c
寻『火字服』〖$HIR$火字服$NOR$〗【cloth】val=10S, @/d/taoguan/npc/obj/h_cloth.c
寻『火摺子』〖火摺子〗【lighter】val<1S, @/d/taoyuan/obj/lighter.c
寻『货票』〖货票〗【huopiao】val<1S, @/d/fy/npc/obj/huopiao.c
寻『击鼓入门』〖击鼓入门〗【book】val<1S, @/d/qianfo/npc/obj/gubook.c
寻『鸡丁面』〖鸡丁面〗【chicken soup】val=1S, @/d/huashan/npc/obj/soup5.c
寻『鸡骨头』〖鸡骨头〗【1 bone】val<1S, @/d/huashan/npc/obj/chickbone.c
寻『鸡毛』〖鸡毛〗【1 feather】val<1S, @/d/chuenyu/npc/obj/feather.c
寻『鸡毛毽子』〖鸡毛毽子〗【jian zi】val<1S, @/d/chenxiang/npc/obj/jianzi.c
寻『鸡肉包』〖鸡肉包〗【jibao】val=1S, @/d/fy/npc/obj/baozi1.c
寻『极乐之星』〖$HIM$极乐之星$NOR$〗【xing】val=5G, @/d/fugui/obj/xing.c
寻『极品剑南春酒袋』〖极品剑南春酒袋〗【spring wineskin】val=2G, @/d/chenxiang/npc/obj/jiannan.c
寻『急信』〖急信〗【letter】val<1S, @/d/wudang/npc/obj/letter1.c
寻『枷铐』〖$HIR$枷铐$NOR$〗【jiakao】val<1S, @/d/death/npc/obj/hammer.c
寻『夹着五花肉的馒头』〖夹着五花肉的馒头〗【meat mantou】val=2S, @/d/huashan/npc/obj/mantou.c
寻『家奴短褂』〖家奴短褂〗【cloth】val=10S, @/d/qianjin/npc/obj/jncloth.c
寻『嫁衣神功』〖嫁衣神功〗【book】val<1S, @/d/tieflag/npc/obj/jiabook.c
寻『剑』〖剑〗【sword】val<1S, @/d/tieflag/obj/cmsword.c
寻『剑南春酒袋』〖剑南春酒袋〗【jianskin】val=10S, @/d/loulan/obj/jianskin.c
寻『溅满血的黑布袍』〖溅满血的黑布袍〗【cloth】val<1S,石观音.姬冰雁(1M)穿 @/d/guanyin/npc/obj/bcloth2.c
寻『溅满血的黑袍』〖溅满血的黑袍〗【cloth】val<1S, @/d/guanyin/npc/obj/bcloth.c
寻『江牙海水白蟒袍』〖$HIW$江牙海水白蟒袍$NOR$〗【whitecloth】val=1G, @/d/fugui/npc/obj/m_cloth1.c
寻『酱牛肉』〖酱牛肉〗【beef】val=2S, @/d/fugui/npc/obj/beef.c
寻『椒盐花生』〖椒盐花生〗【peanut】val=1S, @/d/huashan/npc/obj/peanut.c
寻『椒盐面筋』〖椒盐面筋〗【jymj】val=20S, @/d/fy/npc/obj/jymj.c
寻『椒盐排骨』〖椒盐排骨〗【jypg】val=20S, @/d/fy/npc/obj/zypg.c
寻『解药』〖解药〗【1 bat drug】val<1S, @/d/bat/obj/drug.c
寻『解郁剑』〖解郁剑〗【sword】val<1S, @/d/taiping/npc/obj/o_sword.c
寻『戒刀』〖戒刀〗【jieblade】val=3S, @/d/qianfo/npc/obj/blade.c
寻『金背大砍刀』〖$HIY$金背大砍刀$NOR$〗【gold blade】val=1G @/d/chenxiang/npc/obj/gold_blade.c
寻『金背大砍刀』〖$HIY$金背大砍刀$NOR$〗【gold blade】val=1G, @/d/chenxiang/npc/obj/gold_blade.c
寻『金蛋』〖$HIY$金蛋$NOR$〗【1 gold ball】val<1S, @/d/fugui/npc/obj/ball.c
寻『金刚杵』〖金刚杵〗【staff】val=30S, @/d/qianfo/npc/obj/staff.c
寻『金瓜』〖$HIY$金瓜$NOR$〗【golden hammer】val<1S, @/d/fy/npc/obj/jinchui.c
寻『金光明经』〖金光明经〗【buddbook】val=1S, @/d/palace/obj/buddbook.c
寻『金光禅杖』〖$HIY$金光禅杖$NOR$〗【buddha staff】val=6G, @/d/qianfo/npc/obj/buddha_staff.c
寻『金花』〖金花〗【1 golden flower】val<1S, @/d/fugui/npc/obj/jinhua.c
寻『金花黄底飞凰袍』〖金花黄底飞凰袍〗【jincloth】val=10S, @/d/yingou/npc/obj/goldcloth.c
寻『金黄异果』〖$HIY$金黄异果$NOR$〗【golden fruit】val=5G, @/d/yinghe/obj/fruit.c
寻『金甲』〖$HIY$金甲$NOR$〗【golden armor】val=10S, @/d/fy/npc/obj/jinjia.c
寻『金戒指』〖金戒指〗【wedding ring】val=8G, @/d/xinjiang/npc/obj/w_ring.c
寻『金盔』〖$HIY$金盔$NOR$〗【golden hat】val=1G, @/d/fy/npc/obj/jinkui.c
寻『金盔』〖$HIY$金盔$NOR$〗【jinkui】val=90S, @/d/death/npc/obj/goldarmor.c
寻『金狼牙』〖$HIY$金狼牙$NOR$〗【1 wolf tooth】val<1S, @/d/manglin/npc/obj/wolftooth.c
寻『金链子』〖$HIY$金链子$NOR$〗【gold chain】val=10G, @/d/fugui/npc/obj/chain.c
寻『金缕衣』〖金缕衣〗【cloth】val=1G, @/d/daimiao/npc/obj/duoyi.c
寻『金缕衣』〖金缕衣〗【cloth】val=1G, 岱庙天时老人穿 @/d/daimiao/npc/obj/duoyi.c
寻『金瓶梅』〖金瓶梅〗【jinpingmei】val=3S, @/d/fy/npc/obj/book8.c
寻『金钱袍』〖金钱袍〗【cloth】val=10S, @/d/fy/npc/obj/tangfu.c
寻『金枪』〖$HIR$金枪$NOR$〗【gold spear】val<1S,霸王王若兰(3.5M)带 @/d/bawang/npc/obj/gold_spear.c
寻『金色盔甲』〖$HIY$金色盔甲$NOR$〗【kui jia】val=40S, @/d/yinghe/npc/obj/kuijia.c
寻『金丝手套』〖$YEL$金丝手套$NOR$〗【golden gloves】val=9G, @/d/fugui/npc/obj/g_gloves.c
寻『金算盘』〖$HIY$金算盘$NOR$〗【abacus】val=12G, @/d/fugui/npc/obj/goldabacus.c
寻『金钥匙』〖$HIY$金钥匙$NOR$〗【key】val<1S, @/d/yinghe/obj/goldenkey.c
寻『金璐红袄』〖$RED$金璐红袄$NOR$〗【red coat】val=1G, @/d/fugui/npc/obj/redcloth.c
寻『金戟』〖$HIY$金戟$NOR$〗【golden spear】val=2G, @/d/palace/npc/obj/g_spear.c
寻『锦册』〖锦册〗【silk book】val<1S, @/d/tieflag/npc/obj/silkbook.c
寻『锦囊』〖锦囊〗【silk bag】val=1S, @/d/qingping/obj/bag.c
寻『锦绣鱼丝』〖锦绣鱼丝〗【jxyz】val=20S, @/d/fy/npc/obj/jxyz.c
寻『锦衣』〖锦衣〗【jin yi】val=6S, @/d/qingping/npc/obj/jinyi.c
寻『浸满血渍的锦服』〖$HIR$浸满血渍的锦服$NOR$〗【cloth】val=1G, @/d/jinan/npc/obj/bloodcloth.c
寻『惊蛰』〖惊蛰〗【dagger】val=50G, @/d/guanwai/npc/obj/gw_dagger.c
寻『精钢飞刀』〖精钢飞刀〗【1 throwing knife】val<1S, @/d/qianfo/npc/obj/throwing_knife.c
寻『精钢园桶』〖精钢园桶〗【steel tube】val=1S, @/d/laowu/obj/seal.c
寻『精致面具』〖精致面具〗【skinmask】val<1S, @/d/jinan/npc/obj/skinmask.c
寻『精制酒壶』〖精制酒壶〗【wine pot】val<1S, @/d/loulan/obj/winepot.c
寻『经盒』〖经盒〗【xisuihe】val<1S, @/d/shaolin/obj/xisuihe.c
寻『经书盒』〖经书盒〗【jingshuhe】val=2G, @/d/shaolin/obj/he.c
寻『韭菜合子』〖韭菜合子〗【hezi】val<1S, @/d/chenxiang/npc/obj/hezi.c
寻『九袋布衣』〖九袋布衣〗【9bag-cloth】val=4S, @/d/jinan/npc/obj/9bagcloth.c
寻『九花玉露丸』〖$RED$九花玉露丸$NOR$〗【yulu wan】val=10G, @/d/wolfmount/npc/obj/ginyao.c
寻『九环大砍刀』〖$HIR$九环大砍刀$NOR$〗【nine-ring blade】val=10S, @/d/bawang/npc/obj/heavy_blade.c
寻『九环禅杖』〖九环禅杖〗【9-ring staff】val=6G, @/d/guanwai/npc/obj/9staff.c
寻『九截鞭』〖九截鞭〗【whip】val=5S, @/d/fy/obj/9whip.c
寻『九龙佩』〖$HIC$九龙佩$NOR$〗【necklace】val=50G, @/d/fugui/npc/obj/neck2.c
寻『九龙戏珠鞭』〖$HIY$九龙戏珠鞭$NOR$〗【dragon whip】val=1G, @/d/huangshan/npc/obj/w_whip.c
寻『九条』〖九条〗【majiangpai tiao】val=10S,数字4-6,9随机 @/d/palace/npc/obj/pai1.c
寻『九万』〖九万〗【majiangpai wan】val=10S,数字5,7-9随机 @/d/palace/npc/obj/pai2.c
寻『九星翻云靴』〖九星翻云靴〗【cloudy shoes】val=60S, @/d/taoguan/npc/obj/shoe.c
寻『九转还魂丹』〖$HIR$九转还魂丹$NOR$〗【pill】val<1S, @/d/shenshui/obj/medicine.c
寻『酒瓶』〖酒瓶〗【wine bottle】val<1S, @/d/guanyin/npc/obj/saki.c
寻『酒衫』〖酒衫〗【jiu cloth】val=10S, @/d/qianjin/npc/obj/jiu.c
寻『酒坛』〖$HIG$酒坛$NOR$〗【jiutan】val=1S, @/d/fugui/obj/bottle.c
寻『酒坛子』〖酒坛子〗【jiutan】val=50S, @/d/fugui/obj/jiutan.c
寻『酒碗』〖$HIW$酒碗$NOR$〗【wan】val<1S, @/d/shanxi/obj/jiuwan.c
寻『酒玉璧』〖酒玉璧〗【jiuyu】val<1S, @/d/qianjin/npc/obj/jiupai.c
寻『旧道服』〖$WHT$旧道服$NOR$〗【cloth】val=10S, @/d/taoguan/npc/obj/m_cloth.c
寻『旧鸟笼』〖旧鸟笼〗【birdcage】val<1S, @/d/taiping/obj/birdcage.c
寻『旧书』〖旧书〗【book】val=1S, @/d/fy/npc/obj/old_book.c
寻『旧竹片』〖旧竹片〗【bamboo】val<1S, @/d/bat/obj/book-bamboo.c
寻『菊花茶壶』〖菊花茶壶〗【tea pot】val=3G, @/d/eren/npc/obj/teapot.c
寻『巨钟』〖巨钟〗【giant bell】val<1S, @/d/shaolin/obj/bigzhong.c
寻『巨阙』〖巨阙〗【ancient dagger】val=50G, @/d/wolfmount/npc/obj/juque.c
寻『巨鳄皮』〖$YEL$巨鳄皮$NOR$〗【gatorskin】val=1G, @/d/eren2/npc/obj/gatorarmor.c
寻『喀巴沙』〖喀巴沙〗【hu boots】val=8G, @/d/guanwai/npc/obj/huboots.c
寻『卡你瓦依衣』〖卡你瓦依衣〗【cotton shirt】val=1S, @/d/xinjiang/npc/obj/kacloth.c
寻『开花蚕豆』〖开花蚕豆〗【horsebean】val=1S, @/d/huashan/npc/obj/horsebean.c
寻『开山斧』〖$HIC$开山斧$NOR$〗【huge axe】val=60S, 饿虎岗.王一虎带 @/d/bawang/npc/obj/huge_axe.c
寻『开膛破肚的残缺尸体』〖$HIR$开膛破肚的残缺尸体$NOR$〗【slayed corpse】val<1S, @/d/cave/obj/slayedman.c
寻『开裆裤』〖开裆裤〗【kaidang】val<1S, @/d/chenxiang/obj/kaidang.c
寻『砍柴刀』〖砍柴刀〗【lindao】val=1S, @/d/chenxiang/npc/obj/b2.c
寻『砍柴斧』〖砍柴斧〗【axe】val=2S, @/d/wudang/npc/obj/axe.c
寻『砍林刀』〖砍林刀〗【lindao】val=1S, @/d/chenxiang/obj/b2.c
寻『烤包子』〖烤包子〗【1 kao baozi】val<1S, @/d/xinjiang/npc/obj/baozi.c
寻『烤鸡腿』〖烤鸡腿〗【fried chicken leg】val=1S, @/d/huashan/npc/obj/chicken_leg.c
寻『烤肉』〖烤肉〗【fried meat】val<1S, @/d/tieflag/obj/meat.c
寻『烤乳猪』〖烤乳猪〗【fried pig】val=60S,郝生意卖 @/d/wolfmount/npc/obj/pig.c
寻『烤山猪肉』〖烤山猪肉〗【pork】val=1S, @/d/chuenyu/obj/pigmeat.c
寻『烤鸭』〖烤鸭〗【kaoya】val=1G, @/d/fugui/npc/obj/kaoya.c
寻『烤羊肉串』〖烤羊肉串〗【1 fried sheep meat】val<1S, @/d/xinjiang/npc/obj/yangrou.c
寻『烤羊腿』〖烤羊腿〗【fried sheep leg】val<1S, @/d/guanwai/npc/obj/sheep_leg.c
寻『烤猪腿』〖烤猪腿〗【fried pig leg】val=3S, @/d/cave/npc/obj/chicken_leg.c
寻『孔雀图』〖孔雀图〗【design】val<1S, @/d/tieflag/obj/fakedesign.c
寻『孔雀翎』〖$GRN$孔雀翎$NOR$〗【peacock tail】val<1S, @/d/tieflag/npc/obj/peacock.c
寻『孔雀翎』〖$HIY$孔雀翎$NOR$〗【bird box】val<1S, @/d/sharen/npc/obj/birdbox.c
寻『枯黄的叶』〖枯黄的叶〗【1 deadleaf】val<1S, @/d/wanmei/obj/leaf.c
寻『哭丧棍』〖哭丧棍〗【staff】val=2G, @/d/taoguan/npc/obj/s_staff.c
寻『库车白杏』〖库车白杏〗【xing】val<1S, @/d/xinjiang/npc/obj/xing.c
寻『拉面』〖拉面〗【la mian】val=20S, @/d/shanxi/npc/obj/lamian.c
寻『喇嘛服』〖喇嘛服〗【cloth】val=10S, @/d/zangbei/npc/obj/lamacloth.c
寻『蜡烛』〖蜡烛〗【candle】val=1S, @/d/taoyuan/obj/candle.c
寻『腊肠』〖$YEL$腊肠$NOR$〗【sausage】val=50S, @/d/fugui/npc/obj/sausage.c
寻『腊梅』〖$HIY$腊梅$NOR$〗【wintersweet】val<1S, @/d/huashan/obj/wintersweet.c
寻『腊丸』〖腊丸〗【lawan】val<1S, @/d/chenxiang/npc/obj/lawan.c
寻『辣酱面』〖辣酱面〗【lajiang soup】val=1S, @/d/huashan/npc/obj/soup1.c
寻『赖吒刀』〖赖吒刀〗【blade】val=5S, @/d/qianfo/npc/obj/godblade.c
寻『蓝布僧鞋』〖蓝布僧鞋〗【monk shoes】val<1S,名字随机,兴国 @/d/qianfo/npc/obj/shoe2.c
寻『蓝布僧衣』〖蓝布僧衣〗【monk cloth】val<1S,名字随机,兴国 @/d/qianfo/npc/obj/cloth.c
寻『蓝布衣』〖$BLU$蓝布衣$NOR$〗【cloth】val<1S, @/d/palace/npc/obj/bluecloth.c
寻『蓝布衣』〖$BLU$蓝布衣$NOR$〗【cloth】val<1S, @/d/palace/obj/bluecloth.c
寻『蓝带』〖$BLU$蓝带$NOR$〗【blue belt】大旗蓝衣少女穿 @
寻『蓝缎长袍』〖蓝缎长袍〗【blue cloth】val=1G, @/d/taiping/npc/obj/bluecloth2.c
寻『蓝巾』〖$BLU$蓝巾$NOR$〗【blue ribbon】大旗蓝衣少女穿 @
寻『蓝帽』〖$BLU$蓝帽$NOR$〗【blue hat】大旗蓝衣少女穿 @
寻『蓝裙子』〖蓝裙子〗【blue skirt】val<1S, @/d/taiping/npc/obj/skirt.c
寻『蓝色百褶裙』〖$HIC$蓝色百褶裙$NOR$〗【long skirt】val<1S, @/d/jinan/npc/obj/changbao.c
寻『蓝色长裙』〖$HIB$蓝色长裙$NOR$〗【blue skirt】val<1S, @/d/wolfmount/npc/obj/blue_skirt.c
寻『蓝色道袍』〖$HIB$蓝色道袍$NOR$〗【cloth】val=80S, @/d/cave/npc/obj/taocloth.c
寻『蓝色软甲』〖$HIC$蓝色软甲$NOR$〗【ruan jia】val=40S, @/d/yinghe/npc/obj/ruanjia.c
寻『蓝山古剑』〖蓝山古剑〗【bluesword】val=3G, @/d/libie/npc/obj/bluesword.c
寻『蓝衫』〖蓝衫〗【cloth】val<1S, @华山.仰天池的于一飞(exp=2M)穿
寻『蓝水晶』〖$HIB$蓝水晶$NOR$〗【crystal】val=5G,{红|蓝}随机 @/d/cave/npc/obj/stone_2.c
寻『蓝天鹅』〖$HIB$蓝天鹅$NOR$〗【blue flower】val<1S, @/d/fy/npc/obj/blue_flower.c
寻『蓝天鹅』〖蓝天鹅〗【blue flower】val<1S, @/d/chuenyu/npc/obj/blue_flower.c
寻『蓝鞋』〖$BLU$蓝鞋$NOR$〗【blue boot】大旗蓝衣少女穿 @
寻『蓝信封』〖$BLU$蓝信封$NOR$〗【envelope】val=10S,颜色随机,金狮镖局xx镖师身上 @/d/fy/npc/obj/hongbao.c
寻『蓝衣』〖$BLU$蓝衣$NOR$〗【blue cloth】大旗蓝衣少女穿 @
寻『蓝衣』〖蓝衣〗【blue cloth】val=1S, @/d/taiping/npc/obj/bluecloth.c
寻『蓝镯』〖$BLU$蓝镯$NOR$〗【blue bangle】大旗蓝衣少女穿 @
寻『烂瓦罐』〖烂瓦罐〗【poor pot】val=1S, @/d/fugui/npc/obj/poorpot.c
寻『狼毫笔』〖$WHT$狼毫笔$NOR$〗【wolf pen】val=6G, @/d/wolfmount/npc/obj/wolfpen.c
寻『狼酒袋』〖$RED$狼酒袋$NOR$〗【wolf skin】val=20G, @/d/wolfmount/npc/obj/wolfskin.c
寻『狼皮秘卷』〖狼皮秘卷〗【mystery picture】val<1S, @/d/wolfmount/npc/obj/mysterypicture.c
寻『狼皮披风』〖狼皮披风〗【wolf pifeng】val=7S, @/d/wolfmount/npc/obj/pifeng.c
寻『狼皮披风』〖狼皮披风〗【wolfskin cloak】val=12S, @/d/bawang/npc/obj/fur_coat.c
寻『狼肉脯』〖$YEL$狼肉脯$NOR$〗【wolf meat】val=3G, @/d/wolfmount/npc/obj/wolfmeat.c
寻『狼肉脯』〖狼肉脯〗【wolfmeat】val=1S, @/d/huashan/npc/obj/wolfmeat.c
寻『狼山茶』〖$GRN$狼山茶$NOR$〗【wolf tea】val=4G, @/d/wolfmount/npc/obj/wolftea.c
寻『狼头刀』〖狼头刀〗【wolf blade】val=4S, @/d/wolfmount/npc/obj/wolfblade.c
寻『狼腿』〖狼腿〗【wolf leg】val=10S, @/d/palace/npc/obj/wolf_hammer.c
寻『狼牙棒』〖狼牙棒〗【mace】val=1G, @/d/wolfmount/npc/obj/langyabang.c
寻『老僧的尸体』〖老僧的尸体〗【corpse】val<1S, @/d/shaolin/obj/slayedman1.c
寻『老山东的面具』〖老山东的面具〗【shandong skinmask】val<1S, @/d/bawang/npc/obj/sd_skinmask.c
寻『雷火珠』〖雷火珠〗【pearl】val=10S, @/d/palace/obj/pearl.c
寻『梨花枪』〖梨花枪〗【spear】val=80S, @/d/loulan/obj/spear.c
寻『离别钩』〖$MAG$离别钩$NOR$〗【leave hook】val=30S, @/d/tieflag/obj/leavehook.c
寻『离魂散』〖$HIB$离魂散$NOR$〗【lihunsan】val<1S,老屋言小小1/3带 @/d/laowu/npc/obj/hesan.c
寻『栗子』〖栗子〗【lizi】val=1S, @/d/yinghe/obj/lizi.c
寻『沥泉神枪』〖$HIR$沥泉神枪$NOR$〗【yue spear】val<1S, @/d/fugui/npc/obj/yuespear.c
寻『莲蓬』〖$GRN$莲蓬$NOR$〗【lotus petal】val=10S, @/d/jinan/npc/obj/lotuspetal.c
寻『镰刀』〖镰刀〗【liandao】val=10S, @/d/wudang/npc/obj/liandao.c
寻『亮银枪』〖$HIC$亮银枪$NOR$〗【silver spear】val=4G, @/d/fugui/npc/obj/spear.c
寻『烈火荧鞭』〖$HIR$烈火荧鞭$NOR$〗【fire whip】val<1S, @/d/yinghe/obj/fire_whip.c
寻『烈火荧锤』〖$HIR$烈火荧锤$NOR$〗【fire hammer】val<1S, @/d/yinghe/obj/fire_hammer.c
寻『烈火荧刀』〖$HIR$烈火荧刀$NOR$〗【fire sword】val<1S, @/d/yinghe/obj/fire_blade.c
寻『烈火荧斧』〖$HIR$烈火荧斧$NOR$〗【fire axe】val<1S, @/d/yinghe/obj/fire_axe.c
寻『烈火荧剑』〖$HIR$烈火荧剑$NOR$〗【fire sword】val<1S, @/d/yinghe/obj/fire_sword.c
寻『烈火荧枪』〖$HIR$烈火荧枪$NOR$〗【fire sword】val<1S, @/d/yinghe/obj/fire_spear.c
